product_id,name,category,price,description,rating,num_reviews,image_url,in_stock,tags,brand,views,purchases
333,Sony Xperia 1 VI - Bundle Pack,Smartphones,1875000,"21:9 4K OLED, Snapdragon 8 Gen 3, pro camera controls, 5000mAh, 30W charge. Bundle Pack variant with enhanced features.",4.5,49,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400,False,"smartphones,sony,21:9 4k oled",Sony,1140,185
334,Sony Xperia 1 VI - Special Edition,Smartphones,1500000,"21:9 4K OLED, Snapdragon 8 Gen 3, pro camera controls, 5000mAh, 30W charge. Special Edition variant with enhanced features.",4.4,148,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400,True,"smartphones,sony,21:9 4k oled",Sony,1701,95
335,Sony Xperia 1 VI - Refurbished,Smartphones,812500,"21:9 4K OLED, Snapdragon 8 Gen 3, pro camera controls, 5000mAh, 30W charge. Refurbished variant with enhanced features.",4.1,194,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400,False,"smartphones,sony,21:9 4k oled",Sony,88,122
336,Sony Xperia 1 VI (Black),Smartphones,1250000,"21:9 4K OLED, Snapdragon 8 Gen 3, pro camera controls, 5000mAh, 30W charge. Black variant with enhanced features.",4.5,85,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400,True,"smartphones,sony,21:9 4k oled",Sony,1224,108
337,Sony Xperia 1 VI (White),Smartphones,1250000,"21:9 4K OLED, Snapdragon 8 Gen 3, pro camera controls, 5000mAh, 30W charge. White variant with enhanced features.",4.4,111,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400,True,"smartphones,sony,21:9 4k oled",Sony,879,10
338,Sony Xperia 1 VI (Space Gray),Smartphones,1250000,"21:9 4K OLED, Snapdragon 8 Gen 3, pro camera controls, 5000mAh, 30W charge. Space Gray variant with enhanced features.",4.5,48,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400,True,"smartphones,sony,21:9 4k oled",Sony,1315,122
339,Sony Xperia 1 VI (Rose Gold),Smartphones,1312500,"21:9 4K OLED, Snapdragon 8 Gen 3, pro camera controls, 5000mAh, 30W charge. Rose Gold variant with enhanced features.",4.5,97,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400,False,"smartphones,sony,21:9 4k oled",Sony,1779,32
340,Sony Xperia 1 VI (Navy Blue),Smartphones,1250000,"21:9 4K OLED, Snapdragon 8 Gen 3, pro camera controls, 5000mAh, 30W charge. Navy Blue variant with enhanced features.",4.3,155,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400,True,"smartphones,sony,21:9 4k oled",Sony,211,106
341,HP Pavilion 15 Laptop - Pro Version,Laptops,1105000,"Intel Core i7 12th Gen, 16GB RAM, 512GB SSD, 15.6-inch FHD display, Windows 11. Pro Version variant with enhanced features.",4.8,195,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,hp,intel core i7 12th gen",HP,732,48
342,HP Pavilion 15 Laptop - Lite Edition,Laptops,637500,"Intel Core i7 12th Gen, 16GB RAM, 512GB SSD, 15.6-inch FHD display, Windows 11. Lite Edition variant with enhanced features.",4.4,167,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,False,"laptops,hp,intel core i7 12th gen",HP,1094,54
343,HP Pavilion 15 Laptop - Bundle Pack,Laptops,1275000,"Intel Core i7 12th Gen, 16GB RAM, 512GB SSD, 15.6-inch FHD display, Windows 11. Bundle Pack variant with enhanced features.",4.7,94,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,hp,intel core i7 12th gen",HP,1727,170
344,HP Pavilion 15 Laptop - Special Edition,Laptops,1020000,"Intel Core i7 12th Gen, 16GB RAM, 512GB SSD, 15.6-inch FHD display, Windows 11. Special Edition variant with enhanced features.",4.7,65,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,False,"laptops,hp,intel core i7 12th gen",HP,574,55
345,HP Pavilion 15 Laptop - Refurbished,Laptops,552500,"Intel Core i7 12th Gen, 16GB RAM, 512GB SSD, 15.6-inch FHD display, Windows 11. Refurbished variant with enhanced features.",4.3,44,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,hp,intel core i7 12th gen",HP,1392,24
346,HP Pavilion 15 Laptop (Black),Laptops,850000,"Intel Core i7 12th Gen, 16GB RAM, 512GB SSD, 15.6-inch FHD display, Windows 11. Black variant with enhanced features.",4.5,165,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,hp,intel core i7 12th gen",HP,1595,149
347,HP Pavilion 15 Laptop (White),Laptops,850000,"Intel Core i7 12th Gen, 16GB RAM, 512GB SSD, 15.6-inch FHD display, Windows 11. White variant with enhanced features.",4.7,119,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,hp,intel core i7 12th gen",HP,1856,149
348,HP Pavilion 15 Laptop (Space Gray),Laptops,850000,"Intel Core i7 12th Gen, 16GB RAM, 512GB SSD, 15.6-inch FHD display, Windows 11. Space Gray variant with enhanced features.",4.6,164,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,hp,intel core i7 12th gen",HP,1334,85
349,HP Pavilion 15 Laptop (Rose Gold),Laptops,892500,"Intel Core i7 12th Gen, 16GB RAM, 512GB SSD, 15.6-inch FHD display, Windows 11. Rose Gold variant with enhanced features.",4.5,22,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,hp,intel core i7 12th gen",HP,1343,82
350,HP Pavilion 15 Laptop (Navy Blue),Laptops,850000,"Intel Core i7 12th Gen, 16GB RAM, 512GB SSD, 15.6-inch FHD display, Windows 11. Navy Blue variant with enhanced features.",4.7,156,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,False,"laptops,hp,intel core i7 12th gen",HP,1089,23
351,MacBook Pro 14 M3 - Pro Version,Laptops,2574000,"Apple M3 Pro chip, 18GB RAM, 512GB SSD, 14.2-inch Liquid Retina XDR, 18hr battery. Pro Version variant with enhanced features.",5.0,120,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,False,"laptops,macbook,apple m3 pro chip",MacBook,805,78
352,MacBook Pro 14 M3 - Lite Edition,Laptops,1485000,"Apple M3 Pro chip, 18GB RAM, 512GB SSD, 14.2-inch Liquid Retina XDR, 18hr battery. Lite Edition variant with enhanced features.",4.7,28,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,macbook,apple m3 pro chip",MacBook,1088,103
353,MacBook Pro 14 M3 - Bundle Pack,Laptops,2970000,"Apple M3 Pro chip, 18GB RAM, 512GB SSD, 14.2-inch Liquid Retina XDR, 18hr battery. Bundle Pack variant with enhanced features.",4.9,146,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,macbook,apple m3 pro chip",MacBook,1563,15
354,MacBook Pro 14 M3 - Special Edition,Laptops,2376000,"Apple M3 Pro chip, 18GB RAM, 512GB SSD, 14.2-inch Liquid Retina XDR, 18hr battery. Special Edition variant with enhanced features.",4.9,151,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,macbook,apple m3 pro chip",MacBook,708,159
355,MacBook Pro 14 M3 - Refurbished,Laptops,1287000,"Apple M3 Pro chip, 18GB RAM, 512GB SSD, 14.2-inch Liquid Retina XDR, 18hr battery. Refurbished variant with enhanced features.",4.7,43,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,macbook,apple m3 pro chip",MacBook,972,31
356,MacBook Pro 14 M3 (Black),Laptops,1980000,"Apple M3 Pro chip, 18GB RAM, 512GB SSD, 14.2-inch Liquid Retina XDR, 18hr battery. Black variant with enhanced features.",5.0,92,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,macbook,apple m3 pro chip",MacBook,222,134
357,MacBook Pro 14 M3 (White),Laptops,1980000,"Apple M3 Pro chip, 18GB RAM, 512GB SSD, 14.2-inch Liquid Retina XDR, 18hr battery. White variant with enhanced features.",4.9,15,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,macbook,apple m3 pro chip",MacBook,946,117
358,MacBook Pro 14 M3 (Space Gray),Laptops,1980000,"Apple M3 Pro chip, 18GB RAM, 512GB SSD, 14.2-inch Liquid Retina XDR, 18hr battery. Space Gray variant with enhanced features.",4.9,161,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,macbook,apple m3 pro chip",MacBook,813,77
359,MacBook Pro 14 M3 (Rose Gold),Laptops,2079000,"Apple M3 Pro chip, 18GB RAM, 512GB SSD, 14.2-inch Liquid Retina XDR, 18hr battery. Rose Gold variant with enhanced features.",4.9,91,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,macbook,apple m3 pro chip",MacBook,157,166
360,MacBook Pro 14 M3 (Navy Blue),Laptops,1980000,"Apple M3 Pro chip, 18GB RAM, 512GB SSD, 14.2-inch Liquid Retina XDR, 18hr battery. Navy Blue variant with enhanced features.",4.9,21,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,macbook,apple m3 pro chip",MacBook,1192,178
361,Dell XPS 15 - Pro Version,Laptops,1885000,"Intel Core i9, 32GB RAM, 1TB SSD, 15.6-inch OLED touchscreen, NVIDIA RTX 4070. Pro Version variant with enhanced features.",4.8,69,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,dell,intel core i9",Dell,1394,159
362,Dell XPS 15 - Lite Edition,Laptops,1087500,"Intel Core i9, 32GB RAM, 1TB SSD, 15.6-inch OLED touchscreen, NVIDIA RTX 4070. Lite Edition variant with enhanced features.",4.7,90,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,False,"laptops,dell,intel core i9",Dell,1409,41
363,Dell XPS 15 - Bundle Pack,Laptops,2175000,"Intel Core i9, 32GB RAM, 1TB SSD, 15.6-inch OLED touchscreen, NVIDIA RTX 4070. Bundle Pack variant with enhanced features.",4.8,84,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,dell,intel core i9",Dell,1480,174
364,Dell XPS 15 - Special Edition,Laptops,1740000,"Intel Core i9, 32GB RAM, 1TB SSD, 15.6-inch OLED touchscreen, NVIDIA RTX 4070. Special Edition variant with enhanced features.",4.7,157,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,dell,intel core i9",Dell,223,84
365,Dell XPS 15 - Refurbished,Laptops,942500,"Intel Core i9, 32GB RAM, 1TB SSD, 15.6-inch OLED touchscreen, NVIDIA RTX 4070. Refurbished variant with enhanced features.",4.5,169,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,dell,intel core i9",Dell,1715,37
366,Dell XPS 15 (Black),Laptops,1450000,"Intel Core i9, 32GB RAM, 1TB SSD, 15.6-inch OLED touchscreen, NVIDIA RTX 4070. Black variant with enhanced features.",4.7,194,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,dell,intel core i9",Dell,1918,139
367,Dell XPS 15 (White),Laptops,1450000,"Intel Core i9, 32GB RAM, 1TB SSD, 15.6-inch OLED touchscreen, NVIDIA RTX 4070. White variant with enhanced features.",4.6,176,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,dell,intel core i9",Dell,791,9
368,Dell XPS 15 (Space Gray),Laptops,1450000,"Intel Core i9, 32GB RAM, 1TB SSD, 15.6-inch OLED touchscreen, NVIDIA RTX 4070. Space Gray variant with enhanced features.",4.7,51,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,dell,intel core i9",Dell,749,129
369,Dell XPS 15 (Rose Gold),Laptops,1522500,"Intel Core i9, 32GB RAM, 1TB SSD, 15.6-inch OLED touchscreen, NVIDIA RTX 4070. Rose Gold variant with enhanced features.",4.6,40,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,dell,intel core i9",Dell,655,30
370,Dell XPS 15 (Navy Blue),Laptops,1450000,"Intel Core i9, 32GB RAM, 1TB SSD, 15.6-inch OLED touchscreen, NVIDIA RTX 4070. Navy Blue variant with enhanced features.",4.7,143,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,dell,intel core i9",Dell,1859,139
371,Lenovo IdeaPad 3 - Pro Version,Laptops,806000,"AMD Ryzen 5 7520U, 8GB RAM, 256GB SSD, 15.6-inch FHD, Windows 11 Home. Pro Version variant with enhanced features.",4.3,91,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,lenovo,amd ryzen 5 7520u",Lenovo,1315,38
372,Lenovo IdeaPad 3 - Lite Edition,Laptops,465000,"AMD Ryzen 5 7520U, 8GB RAM, 256GB SSD, 15.6-inch FHD, Windows 11 Home. Lite Edition variant with enhanced features.",4.2,44,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,lenovo,amd ryzen 5 7520u",Lenovo,1752,182
373,Lenovo IdeaPad 3 - Bundle Pack,Laptops,930000,"AMD Ryzen 5 7520U, 8GB RAM, 256GB SSD, 15.6-inch FHD, Windows 11 Home. Bundle Pack variant with enhanced features.",4.4,47,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,lenovo,amd ryzen 5 7520u",Lenovo,139,110
374,Lenovo IdeaPad 3 - Special Edition,Laptops,744000,"AMD Ryzen 5 7520U, 8GB RAM, 256GB SSD, 15.6-inch FHD, Windows 11 Home. Special Edition variant with enhanced features.",4.3,189,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,lenovo,amd ryzen 5 7520u",Lenovo,959,161
375,Lenovo IdeaPad 3 - Refurbished,Laptops,403000,"AMD Ryzen 5 7520U, 8GB RAM, 256GB SSD, 15.6-inch FHD, Windows 11 Home. Refurbished variant with enhanced features.",4.1,196,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,lenovo,amd ryzen 5 7520u",Lenovo,529,141
376,Lenovo IdeaPad 3 (Black),Laptops,620000,"AMD Ryzen 5 7520U, 8GB RAM, 256GB SSD, 15.6-inch FHD, Windows 11 Home. Black variant with enhanced features.",4.2,125,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,lenovo,amd ryzen 5 7520u",Lenovo,447,99
377,Lenovo IdeaPad 3 (White),Laptops,620000,"AMD Ryzen 5 7520U, 8GB RAM, 256GB SSD, 15.6-inch FHD, Windows 11 Home. White variant with enhanced features.",4.3,151,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,lenovo,amd ryzen 5 7520u",Lenovo,995,77
378,Lenovo IdeaPad 3 (Space Gray),Laptops,620000,"AMD Ryzen 5 7520U, 8GB RAM, 256GB SSD, 15.6-inch FHD, Windows 11 Home. Space Gray variant with enhanced features.",4.4,133,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,lenovo,amd ryzen 5 7520u",Lenovo,381,56
379,Lenovo IdeaPad 3 (Rose Gold),Laptops,651000,"AMD Ryzen 5 7520U, 8GB RAM, 256GB SSD, 15.6-inch FHD, Windows 11 Home. Rose Gold variant with enhanced features.",4.4,40,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,lenovo,amd ryzen 5 7520u",Lenovo,156,169
380,Lenovo IdeaPad 3 (Navy Blue),Laptops,620000,"AMD Ryzen 5 7520U, 8GB RAM, 256GB SSD, 15.6-inch FHD, Windows 11 Home. Navy Blue variant with enhanced features.",4.3,100,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,lenovo,amd ryzen 5 7520u",Lenovo,260,187
381,Asus ROG Strix G16 - Pro Version,Laptops,2275000,"Intel Core i9-13980HX, 16GB RAM, 1TB SSD, RTX 4070, 16-inch 240Hz QHD. Pro Version variant with enhanced features.",4.8,36,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,asus,intel core i9-13980hx",Asus,1612,46
382,Asus ROG Strix G16 - Lite Edition,Laptops,1312500,"Intel Core i9-13980HX, 16GB RAM, 1TB SSD, RTX 4070, 16-inch 240Hz QHD. Lite Edition variant with enhanced features.",4.5,136,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,False,"laptops,asus,intel core i9-13980hx",Asus,945,28
383,Asus ROG Strix G16 - Bundle Pack,Laptops,2625000,"Intel Core i9-13980HX, 16GB RAM, 1TB SSD, RTX 4070, 16-inch 240Hz QHD. Bundle Pack variant with enhanced features.",4.7,61,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,asus,intel core i9-13980hx",Asus,1861,94
384,Asus ROG Strix G16 - Special Edition,Laptops,2100000,"Intel Core i9-13980HX, 16GB RAM, 1TB SSD, RTX 4070, 16-inch 240Hz QHD. Special Edition variant with enhanced features.",4.7,111,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,False,"laptops,asus,intel core i9-13980hx",Asus,1078,100
385,Asus ROG Strix G16 - Refurbished,Laptops,1137500,"Intel Core i9-13980HX, 16GB RAM, 1TB SSD, RTX 4070, 16-inch 240Hz QHD. Refurbished variant with enhanced features.",4.3,25,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,asus,intel core i9-13980hx",Asus,107,86
386,Asus ROG Strix G16 (Black),Laptops,1750000,"Intel Core i9-13980HX, 16GB RAM, 1TB SSD, RTX 4070, 16-inch 240Hz QHD. Black variant with enhanced features.",4.7,187,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,asus,intel core i9-13980hx",Asus,1670,42
387,Asus ROG Strix G16 (White),Laptops,1750000,"Intel Core i9-13980HX, 16GB RAM, 1TB SSD, RTX 4070, 16-inch 240Hz QHD. White variant with enhanced features.",4.5,78,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,asus,intel core i9-13980hx",Asus,1017,183
388,Asus ROG Strix G16 (Space Gray),Laptops,1750000,"Intel Core i9-13980HX, 16GB RAM, 1TB SSD, RTX 4070, 16-inch 240Hz QHD. Space Gray variant with enhanced features.",4.7,199,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,asus,intel core i9-13980hx",Asus,968,162
389,Asus ROG Strix G16 (Rose Gold),Laptops,1837500,"Intel Core i9-13980HX, 16GB RAM, 1TB SSD, RTX 4070, 16-inch 240Hz QHD. Rose Gold variant with enhanced features.",4.5,25,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,False,"laptops,asus,intel core i9-13980hx",Asus,491,43
390,Asus ROG Strix G16 (Navy Blue),Laptops,1750000,"Intel Core i9-13980HX, 16GB RAM, 1TB SSD, RTX 4070, 16-inch 240Hz QHD. Navy Blue variant with enhanced features.",4.6,191,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,asus,intel core i9-13980hx",Asus,916,33
391,MacBook Air M2 - Pro Version,Laptops,1755000,"Apple M2 chip, 8GB RAM, 256GB SSD, 13.6-inch Liquid Retina, 18-hour battery. Pro Version variant with enhanced features.",5.0,65,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,macbook,apple m2 chip",MacBook,147,66
392,MacBook Air M2 - Lite Edition,Laptops,1012500,"Apple M2 chip, 8GB RAM, 256GB SSD, 13.6-inch Liquid Retina, 18-hour battery. Lite Edition variant with enhanced features.",4.7,164,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,macbook,apple m2 chip",MacBook,277,132
393,MacBook Air M2 - Bundle Pack,Laptops,2025000,"Apple M2 chip, 8GB RAM, 256GB SSD, 13.6-inch Liquid Retina, 18-hour battery. Bundle Pack variant with enhanced features.",4.9,9,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,macbook,apple m2 chip",MacBook,1227,66
394,MacBook Air M2 - Special Edition,Laptops,1620000,"Apple M2 chip, 8GB RAM, 256GB SSD, 13.6-inch Liquid Retina, 18-hour battery. Special Edition variant with enhanced features.",4.9,79,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,macbook,apple m2 chip",MacBook,1309,95
395,MacBook Air M2 - Refurbished,Laptops,877500,"Apple M2 chip, 8GB RAM, 256GB SSD, 13.6-inch Liquid Retina, 18-hour battery. Refurbished variant with enhanced features.",4.5,111,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,macbook,apple m2 chip",MacBook,1418,26
396,MacBook Air M2 (Black),Laptops,1350000,"Apple M2 chip, 8GB RAM, 256GB SSD, 13.6-inch Liquid Retina, 18-hour battery. Black variant with enhanced features.",4.8,97,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,False,"laptops,macbook,apple m2 chip",MacBook,1127,144
397,MacBook Air M2 (White),Laptops,1350000,"Apple M2 chip, 8GB RAM, 256GB SSD, 13.6-inch Liquid Retina, 18-hour battery. White variant with enhanced features.",4.8,134,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,macbook,apple m2 chip",MacBook,849,125
398,MacBook Air M2 (Space Gray),Laptops,1350000,"Apple M2 chip, 8GB RAM, 256GB SSD, 13.6-inch Liquid Retina, 18-hour battery. Space Gray variant with enhanced features.",4.7,104,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,macbook,apple m2 chip",MacBook,569,196
399,MacBook Air M2 (Rose Gold),Laptops,1417500,"Apple M2 chip, 8GB RAM, 256GB SSD, 13.6-inch Liquid Retina, 18-hour battery. Rose Gold variant with enhanced features.",4.7,22,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,macbook,apple m2 chip",MacBook,1551,173
400,MacBook Air M2 (Navy Blue),Laptops,1350000,"Apple M2 chip, 8GB RAM, 256GB SSD, 13.6-inch Liquid Retina, 18-hour battery. Navy Blue variant with enhanced features.",4.8,153,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,macbook,apple m2 chip",MacBook,730,39
401,Acer Aspire 5 - Pro Version,Laptops,754000,"Intel Core i5 12th Gen, 8GB RAM, 512GB SSD, 15.6-inch FHD, backlit keyboard. Pro Version variant with enhanced features.",4.2,144,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,acer,intel core i5 12th gen",Acer,1366,49
402,Acer Aspire 5 - Lite Edition,Laptops,435000,"Intel Core i5 12th Gen, 8GB RAM, 512GB SSD, 15.6-inch FHD, backlit keyboard. Lite Edition variant with enhanced features.",4.2,180,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,acer,intel core i5 12th gen",Acer,1474,127
403,Acer Aspire 5 - Bundle Pack,Laptops,870000,"Intel Core i5 12th Gen, 8GB RAM, 512GB SSD, 15.6-inch FHD, backlit keyboard. Bundle Pack variant with enhanced features.",4.3,39,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,False,"laptops,acer,intel core i5 12th gen",Acer,1639,122
404,Acer Aspire 5 - Special Edition,Laptops,696000,"Intel Core i5 12th Gen, 8GB RAM, 512GB SSD, 15.6-inch FHD, backlit keyboard. Special Edition variant with enhanced features.",4.2,56,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,False,"laptops,acer,intel core i5 12th gen",Acer,458,15
405,Acer Aspire 5 - Refurbished,Laptops,377000,"Intel Core i5 12th Gen, 8GB RAM, 512GB SSD, 15.6-inch FHD, backlit keyboard. Refurbished variant with enhanced features.",4.0,84,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,acer,intel core i5 12th gen",Acer,1719,144
406,Acer Aspire 5 (Black),Laptops,580000,"Intel Core i5 12th Gen, 8GB RAM, 512GB SSD, 15.6-inch FHD, backlit keyboard. Black variant with enhanced features.",4.2,14,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,acer,intel core i5 12th gen",Acer,441,78
407,Acer Aspire 5 (White),Laptops,580000,"Intel Core i5 12th Gen, 8GB RAM, 512GB SSD, 15.6-inch FHD, backlit keyboard. White variant with enhanced features.",4.2,17,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,acer,intel core i5 12th gen",Acer,729,74
408,Acer Aspire 5 (Space Gray),Laptops,580000,"Intel Core i5 12th Gen, 8GB RAM, 512GB SSD, 15.6-inch FHD, backlit keyboard. Space Gray variant with enhanced features.",4.1,99,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,acer,intel core i5 12th gen",Acer,869,195
409,Acer Aspire 5 (Rose Gold),Laptops,609000,"Intel Core i5 12th Gen, 8GB RAM, 512GB SSD, 15.6-inch FHD, backlit keyboard. Rose Gold variant with enhanced features.",4.2,103,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,acer,intel core i5 12th gen",Acer,432,132
410,Acer Aspire 5 (Navy Blue),Laptops,580000,"Intel Core i5 12th Gen, 8GB RAM, 512GB SSD, 15.6-inch FHD, backlit keyboard. Navy Blue variant with enhanced features.",4.2,99,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,acer,intel core i5 12th gen",Acer,1113,73
411,HP EliteBook 840 G10 - Pro Version,Laptops,1430000,"Intel Core i7-1365U, 16GB RAM, 512GB SSD, 14-inch IPS, vPro security features. Pro Version variant with enhanced features.",4.7,191,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,hp,intel core i7-1365u",HP,931,159
412,HP EliteBook 840 G10 - Lite Edition,Laptops,825000,"Intel Core i7-1365U, 16GB RAM, 512GB SSD, 14-inch IPS, vPro security features. Lite Edition variant with enhanced features.",4.5,51,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,hp,intel core i7-1365u",HP,707,31
413,HP EliteBook 840 G10 - Bundle Pack,Laptops,1650000,"Intel Core i7-1365U, 16GB RAM, 512GB SSD, 14-inch IPS, vPro security features. Bundle Pack variant with enhanced features.",4.5,174,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,hp,intel core i7-1365u",HP,963,159
414,HP EliteBook 840 G10 - Special Edition,Laptops,1320000,"Intel Core i7-1365U, 16GB RAM, 512GB SSD, 14-inch IPS, vPro security features. Special Edition variant with enhanced features.",4.6,47,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,hp,intel core i7-1365u",HP,769,119
415,HP EliteBook 840 G10 - Refurbished,Laptops,715000,"Intel Core i7-1365U, 16GB RAM, 512GB SSD, 14-inch IPS, vPro security features. Refurbished variant with enhanced features.",4.2,95,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,hp,intel core i7-1365u",HP,940,75
416,HP EliteBook 840 G10 (Black),Laptops,1100000,"Intel Core i7-1365U, 16GB RAM, 512GB SSD, 14-inch IPS, vPro security features. Black variant with enhanced features.",4.5,19,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,False,"laptops,hp,intel core i7-1365u",HP,1355,108
417,HP EliteBook 840 G10 (White),Laptops,1100000,"Intel Core i7-1365U, 16GB RAM, 512GB SSD, 14-inch IPS, vPro security features. White variant with enhanced features.",4.5,196,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400,True,"laptops,hp,intel core i7-1365u",HP,113,41
